Название,Статус ,Масса,Радиус,Угловая скорость (angular_distance),Большая полуось (semi_major_axis),Открытие,Опубликованность,Тип обнаружения,Альтернативное имя,Обнаруженные молекулы,Звезда-хост,Расстояние до звезды-хоста,Масса звезды,Радиус звезды
Kepler-1566 b,Confirmed,,0.07,,,2016,Announced on a website,Primary Transit,,,Kepler-1566,511,0.84,0.81
Kepler-1567 b,Confirmed,,0.244,,,2016,Announced on a website,Primary Transit,,,Kepler-1567,1226,0.95,0.93
Kepler-1568 b,Confirmed,,0.116,,,2016,Announced on a website,Primary Transit,,,Kepler-1568,883,1.09,1.19
Kepler-1569 b,Confirmed,,0.15,,,2016,Announced on a website,Primary Transit,,,Kepler-1569,1050,1.25,1.4
Kepler-157 b,Confirmed,,0.118,,0.028,2014,Announced on a website,Primary Transit,,,Kepler-157,,,1.04
Kepler-157 c,Confirmed,,0.2,,0.11,2014,Announced on a website,Primary Transit,,,Kepler-157,,,1.04
Kepler-157 d,Confirmed,,0.13,,,2016,Announced on a website,Primary Transit,,,Kepler-157,,,1.04
Kepler-1570 b,Confirmed,,0.095,,,2016,Announced on a website,Primary Transit,,,Kepler-1570,463,0.92,0.89
Kepler-1571 b,Confirmed,,0.136,,,2016,Announced on a website,Primary Transit,,,Kepler-1571,802,1.23,1.39
Kepler-1572 b,Confirmed,,0.084,,,2016,Announced on a website,Primary Transit,,,Kepler-1572,600,0.97,0.95
Kepler-1573 b,Confirmed,,0.107,,,2016,Announced on a website,Primary Transit,,,Kepler-1573,1180,1.01,1
Kepler-1574 b,Confirmed,,0.115,,,2016,Announced on a website,Primary Transit,,,Kepler-1574,1275,1.06,1.08
Kepler-1575 b,Confirmed,,0.117,,,2016,Announced on a website,Primary Transit,,,Kepler-1575,1170,0.95,0.92
Kepler-1576 b,Confirmed,,0.093,,,2016,Announced on a website,Primary Transit,,,Kepler-1576,539,1.05,1.06
Kepler-1577 b,Confirmed,,0.101,,,2016,Announced on a website,Primary Transit,,,Kepler-1577,543,0.78,0.74
Kepler-1578 b,Confirmed,,0.093,,,2016,Announced on a website,Primary Transit,,,Kepler-1578,1016,0.9,0.86
Kepler-1579 b,Confirmed,,0.075,,,2016,Announced on a website,Primary Transit,,,Kepler-1579,466,0.75,0.7
Kepler-158 b,Confirmed,,0.189,,0.111,2014,Announced on a website,Primary Transit,,,Kepler-158,,,0.62
Kepler-158 c,Confirmed,,0.17,,0.158,2014,Announced on a website,Primary Transit,,,Kepler-158,,,0.62
Kepler-1580 b,Confirmed,,0.188,,,2016,Announced on a website,Primary Transit,,,Kepler-1580,872,1.47,2.15
Kepler-1581 b,Confirmed,,0.071,,,2016,Announced on a website,Primary Transit,,,Kepler-1581,443,1.12,1.23
Kepler-1582 b,Confirmed,,0.133,,,2016,Announced on a website,Primary Transit,,,Kepler-1582,112,0.28,0.3
Kepler-1583 b,Confirmed,,0.054,,,2016,Announced on a website,Primary Transit,,,Kepler-1583,357,0.94,0.91
Kepler-1584 b,Confirmed,,0.144,,,2016,Announced on a website,Primary Transit,,,Kepler-1584,1325,1.1,1.13
Kepler-1585 b,Confirmed,,0.16,,,2016,Announced on a website,Primary Transit,,,Kepler-1585,1269,0.94,0.91
Kepler-1586 b,Confirmed,,0.136,,,2016,Announced on a website,Primary Transit,,,Kepler-1586,864,1.45,1.75
Kepler-1587 b,Confirmed,,0.119,,,2016,Announced on a website,Primary Transit,,,Kepler-1587,907,1.08,1.22
Kepler-1588 b,Confirmed,,0.068,,,2016,Announced on a website,Primary Transit,,,Kepler-1588,658,0.96,0.99
Kepler-1589 b,Confirmed,,0.097,,,2016,Announced on a website,Primary Transit,,,Kepler-1589,1418,1.18,1.25
Kepler-159 b,Confirmed,,0.212,,0.082,2014,Announced on a website,Primary Transit,,,Kepler-159,,,0.66
Kepler-159 c,Confirmed,,0.304,,0.218,2014,Announced on a website,Primary Transit,,,Kepler-159,,,0.66
Kepler-1590 b,Confirmed,,0.102,,,2016,Announced on a website,Primary Transit,,,Kepler-1590,900,1.11,1.16
Kepler-1591 b,Confirmed,,0.113,,,2016,Announced on a website,Primary Transit,,,Kepler-1591,1090,1.1,1.16
Kepler-1592 b,Confirmed,,0.137,,,2016,Announced on a website,Primary Transit,,,Kepler-1592,1349,1.18,1.28
Kepler-1593 b,Confirmed,,0.283,,,2016,Announced on a website,Primary Transit,,,Kepler-1593,755,0.81,0.77
Kepler-1594 b,Confirmed,,0.095,,,2016,Announced on a website,Primary Transit,,,Kepler-1594,1100,1.06,1.08
Kepler-1595 b,Confirmed,,0.11,,,2016,Announced on a website,Primary Transit,,,Kepler-1595,841,0.84,0.8
Kepler-1596 b,Confirmed,,0.17,,,2016,Announced on a website,Primary Transit,,,Kepler-1596,1166,0.95,0.92
Kepler-1597 b,Confirmed,,0.095,,,2016,Announced on a website,Primary Transit,,,Kepler-1597,1255,1.25,1.39
Kepler-1598 b,Confirmed,,0.085,,,2016,Announced on a website,Primary Transit,,,Kepler-1598,734,1.07,1.09
Kepler-1599 b,Confirmed,,0.145,,,2016,Announced on a website,Primary Transit,,,Kepler-1599,1004,0.99,0.99
Kepler-16 (AB) b,Confirmed,0.333,0.7538,,0.7048,2011,Published in a refereed paper,Primary Transit,,,Kepler-16 (AB),,0.8499,0.65
Kepler-160 b,Confirmed,,0.137,,0.05,2014,Announced on a website,Primary Transit,,,Kepler-160,,,0.88
Kepler-160 c,Confirmed,,0.322,,0.109,2014,Announced on a website,Primary Transit,,,Kepler-160,,,0.88
Kepler-1600 b,Confirmed,,0.279,,,2016,Announced on a website,Primary Transit,,,Kepler-1600,992,0.86,0.82
Kepler-1601 b,Confirmed,,0.073,,,2016,Announced on a website,Primary Transit,,,Kepler-1601,660,1.04,1.07
Kepler-1602 b,Confirmed,,0.12,,,2016,Announced on a website,Primary Transit,,,Kepler-1602,815,1.22,1.36
Kepler-1603 b,Confirmed,,0.115,,,2016,Announced on a website,Primary Transit,,,Kepler-1603,1751,1.21,1.31
Kepler-1604 b,Confirmed,,0.126,,,2016,Announced on a website,Primary Transit,,,Kepler-1604,562,0.81,0.76
Kepler-1605 b,Confirmed,,0.096,,,2016,Announced on a website,Primary Transit,,,Kepler-1605,224,0.86,0.82
Kepler-1606 b,Confirmed,,0.185,,,2016,Announced on a website,Primary Transit,,,Kepler-1606,880,0.9,0.86
Kepler-1607 b,Confirmed,,0.082,,,2016,Announced on a website,Primary Transit,,,Kepler-1607,735,1.14,1.21
Kepler-1608 b,Confirmed,,0.154,,,2016,Announced on a website,Primary Transit,,,Kepler-1608,832,0.75,0.72
Kepler-1609 b,Confirmed,,0.198,,,2016,Announced on a website,Primary Transit,,,Kepler-1609,1483,1.18,1.27
Kepler-161 b,Confirmed,,0.189,,0.054,2014,Announced on a website,Primary Transit,,,Kepler-161,,0.77,0.81
Kepler-161 c,Confirmed,,0.183,,0.068,2014,Announced on a website,Primary Transit,,,Kepler-161,,0.77,0.81
Kepler-1610 b,Confirmed,,0.144,,,2016,Announced on a website,Primary Transit,,,Kepler-1610,1063,0.91,0.87
Kepler-1611 b,Confirmed,,0.072,,,2016,Announced on a website,Primary Transit,,,Kepler-1611,686,0.94,0.93
Kepler-1612 b,Confirmed,,0.092,,,2016,Announced on a website,Primary Transit,,,Kepler-1612,837,0.96,0.94
Kepler-1613 b,Confirmed,,0.186,,,2016,Announced on a website,Primary Transit,,,Kepler-1613,855,1.08,1.12
Kepler-1614 b,Confirmed,,0.133,,,2016,Announced on a website,Primary Transit,,,Kepler-1614,982,0.79,0.76
Kepler-1615 b,Confirmed,,0.184,,,2016,Announced on a website,Primary Transit,,,Kepler-1615,940,1.04,1.05
Kepler-1616 b,Confirmed,,0.091,,,2016,Announced on a website,Primary Transit,,,Kepler-1616,862,1.21,1.34
Kepler-1617 b,Confirmed,,0.107,,,2016,Announced on a website,Primary Transit,,,Kepler-1617,813,1.15,1.22
Kepler-1618 b,Confirmed,,0.112,,,2016,Announced on a website,Primary Transit,,,Kepler-1618,1238,1.41,1.65
Kepler-1619 b,Confirmed,,0.068,,,2016,Announced on a website,Primary Transit,,,Kepler-1619,520,1,1
Kepler-162 b,Confirmed,,0.112,,0.069,2014,Announced on a website,Primary Transit,,,Kepler-162,,,0.96
Kepler-162 c,Confirmed,,0.27,,0.137,2014,Announced on a website,Primary Transit,,,Kepler-162,,,0.96
Kepler-1620 b,Confirmed,,0.144,,,2016,Announced on a website,Primary Transit,,,Kepler-1620,773,1.15,1.23
Kepler-1621 b,Confirmed,,0.193,,,2016,Announced on a website,Primary Transit,,,Kepler-1621,1461,1.15,1.24
Kepler-1622 b,Confirmed,,0.131,,,2016,Announced on a website,Primary Transit,,,Kepler-1622,927,1.31,1.5
Kepler-1623 b,Confirmed,,0.117,,,2016,Announced on a website,Primary Transit,,,Kepler-1623,986,1,1
Kepler-1624 b,Confirmed,,0.509,,,2016,Announced on a website,Primary Transit,,,Kepler-1624,199,0.5,0.47
Kepler-1625 b,Confirmed,11.6,0.6,,,2016,Announced on a website,Primary Transit,,,Kepler-1625,2460,0.96,1.793
Kepler-1626 b,Confirmed,,0.18,,,2016,Announced on a website,Primary Transit,,,Kepler-1626,1718,1.51,1.85
Kepler-1627 b,Confirmed,,0.329,,,2016,Announced on a website,Primary Transit,,,Kepler-1627,311,0.87,0.84
Kepler-1628 b,Confirmed,,0.574,,,2016,Announced on a website,Primary Transit,,,Kepler-1628,352,0.55,0.52
Kepler-1629 b,Confirmed,,0.069,,,2016,Announced on a website,Primary Transit,,,Kepler-1629,390,1.01,1.01
Kepler-163 b,Confirmed,,0.094,,0.078,2014,Announced on a website,Primary Transit,,,Kepler-163,,0.96,0.92
Kepler-163 c,Confirmed,,0.202,,0.152,2014,Announced on a website,Primary Transit,,,Kepler-163,,0.96,0.92
Kepler-1630 b,Confirmed,,0.195,,,2016,Announced on a website,Primary Transit,,,Kepler-1630,278,0.66,0.63
Kepler-1631 b,Confirmed,,0.12,,,2016,Announced on a website,Primary Transit,,,Kepler-1631,1190,0.97,0.95
Kepler-1632 b,Confirmed,,0.22,,,2016,Announced on a website,Primary Transit,,,Kepler-1632,584,1.12,1.19
Kepler-1633 b,Confirmed,,0.141,,,2016,Announced on a website,Primary Transit,,,Kepler-1633,811,1.2,1.32
Kepler-1634 b,Confirmed,,0.285,,,2016,Announced on a website,Primary Transit,,,Kepler-1634,654,0.92,0.89
Kepler-1635 b,Confirmed,,0.325,,,2016,Announced on a website,Primary Transit,,,Kepler-1635,1084,0.89,0.85
Kepler-1636 b,Confirmed,,0.288,,,2016,Announced on a website,Primary Transit,,,Kepler-1636,1567,1.01,1.02
Kepler-1637 b,Confirmed,,0.079,,,2016,Announced on a website,Primary Transit,,,Kepler-1637,506,1.02,1.02
Kepler-1638 b,Confirmed,,0.167,,,2016,Announced on a website,Primary Transit,,,Kepler-1638,879,0.97,0.95
Kepler-1639 b,Confirmed,,0.23,,,2016,Announced on a website,Primary Transit,,,Kepler-1639,1168,1.12,1.18
Kepler-164 b,Confirmed,,0.126,,0.058,2014,Announced on a website,Primary Transit,,,Kepler-164,,1.11,1.15
Kepler-164 c,Confirmed,,0.244,,0.097,2014,Announced on a website,Primary Transit,,,Kepler-164,,1.11,1.15
Kepler-164 d,Confirmed,,0.219,,0.187,2014,Announced on a website,Primary Transit,,,Kepler-164,,1.11,1.15
Kepler-1640 b,Confirmed,,0.43,,,2016,Announced on a website,Primary Transit,,,Kepler-1640,1379,1.27,1.43
Kepler-1641 b,Confirmed,,0.277,,,2016,Announced on a website,Primary Transit,,,Kepler-1641,961,1.12,1.19
Kepler-1641 c,Confirmed,,0.263,,,2016,Announced on a website,Primary Transit,,,Kepler-1641,961,1.12,1.19
Kepler-1642 b,Confirmed,,0.285,,,2016,Announced on a website,Primary Transit,,,Kepler-1642,447,0.88,0.84
Kepler-1642 c,Confirmed,,0.237,,,2016,Announced on a website,Primary Transit,,,Kepler-1642,447,0.88,0.84
Kepler-1643 b,Confirmed,,0.205,,,2016,Announced on a website,Primary Transit,,,Kepler-1643,414,0.92,0.88
Kepler-1644 b,Confirmed,,0.168,,,2016,Announced on a website,Primary Transit,,,Kepler-1644,592,0.89,0.86
Kepler-1645 b,Confirmed,,0.159,,,2016,Announced on a website,Primary Transit,,,Kepler-1645,844,1.02,1.02
Kepler-1646 b,Confirmed,,0.11,,,2016,Announced on a website,Primary Transit,,,Kepler-1646,81,0.24,0.26
Kepler-1647 (AB) b,Confirmed,1.52,1.06,,2.7205,2015,Published in a refereed paper,Primary Transit,,,Kepler-1647 (AB),,2.1885,1.79
Kepler-1649 b,Confirmed,,0.0964,,0.0514,2017,Published in a refereed paper,Primary Transit,"KIC 6444896, KOI-3138",,Kepler-1649,,0.219,0.252
Kepler-1649 c,Confirmed,,0.0946,,,2020,Published in a refereed paper,Primary Transit,,,Kepler-1649,,0.219,0.252
Kepler-165 b,Confirmed,,0.207,,0.072,2014,Announced on a website,Primary Transit,,,Kepler-165,,,0.77
Kepler-165 c,Confirmed,,0.199,,0.11,2014,Announced on a website,Primary Transit,,,Kepler-165,,,0.77
Kepler-1650 b,Confirmed,,0.067,,0.0163,2017,Announced on a website,Primary Transit,"K01702.01, KOI-1702 b, KIC 7304449 b",,Kepler-1650,120.5,0.326,0.344
Kepler-1651 A b,Confirmed,,0.164,,0.0619,2017,Published in a refereed paper,Primary Transit,"K01725.01, KOI-1725 A b, KIC 10905746 b",,Kepler-1651 A,69.4,0.522,0.503
Kepler-1652 b,Confirmed,,0.143,,0.1654,2017,Published in a refereed paper,Primary Transit,"K0I-2626.01, KIC 11768142 b, 2MASS J19372786+4954542 b",,Kepler-1652,252,0.404,0.382
Kepler-1653 b,Confirmed,,0.22107,,0.4706,2017,Published in a refereed paper,Primary Transit,K04550.01,,Kepler-1653,755,0.719,1.063
Kepler-1654 b,Confirmed,,0.819,,2.026,2017,Published in a refereed paper,Primary Transit,,,Kepler-1654,577,1.011,1.179
Kepler-1655 b,Confirmed,0.0157,0.19743,,0.103,2017,Published in a refereed paper,Primary Transit,,,Kepler-1655,230.41,1.03,1.03
Kepler-1656 b,Confirmed,0.1529,0.4479,,0.197,2018,Published in a refereed paper,Primary Transit,,,Kepler-1656,,1.03,1.1
Kepler-1657 b,Confirmed,1.93,0.99,,0.534,2017,Published in a refereed paper,Primary Transit,K03680.01,,Kepler-1657,950,1.01,0.96
Kepler-1658 b,Confirmed,5.88,1.04,,0.0546,2015,Published in a refereed paper,Primary Transit,,,Kepler-1658,,1.447,2.891
Kepler-1659 b,Confirmed,0.0113,0.17,,0.14728,2017,Published in a refereed paper,Primary Transit,K01599.01,,Kepler-1659,1169,1.02,0.972
Kepler-1659 c,Confirmed,0.022,0.17,,0.112293,2017,Published in a refereed paper,Primary Transit,K01599.02,,Kepler-1659,1169,1.02,0.972
Kepler-166 b,Confirmed,,0.203,,0.072,2014,Announced on a website,Primary Transit,,,Kepler-166,,,0.74
Kepler-166 c,Confirmed,,0.212,,0.195,2014,Announced on a website,Primary Transit,,,Kepler-166,,,0.74
Kepler-166 d,Confirmed,,0.154,,,2016,Announced on a website,Primary Transit,,,Kepler-166,,,0.74
Kepler-1661 (AB) b,Confirmed,0.053,,,,2019,Published in a refereed paper,Primary Transit,KOI-3152 b,,Kepler-1661 (AB),415.5,1.1,
Kepler-167 b,Confirmed,,0.129,,0.048,2014,Announced on a website,Primary Transit,,,Kepler-167,,0.76,0.7
Kepler-167 c,Confirmed,,0.122,,0.068,2014,Announced on a website,Primary Transit,,,Kepler-167,,0.76,0.7
Kepler-167 d,Confirmed,0.006,0.1065,,0.1405,2016,Published in a refereed paper,Primary Transit,,,Kepler-167,,0.76,0.7
Kepler-167 e,Confirmed,4,0.91,,1.89,2016,Published in a refereed paper,Primary Transit,,"CH4, H2O, NH3",Kepler-167,,0.76,0.7
Kepler-168 b,Confirmed,,0.13,,0.056,2014,Announced on a website,Primary Transit,,,Kepler-168,,,1.11
Kepler-168 c,Confirmed,,0.24,,0.116,2014,Announced on a website,Primary Transit,,,Kepler-168,,,1.11
Kepler-169 b,Confirmed,,0.101,,0.04,2014,Announced on a website,Primary Transit,,,Kepler-169,,0.86,0.76
Kepler-169 c,Confirmed,,0.108,,0.062,2014,Announced on a website,Primary Transit,,,Kepler-169,,0.86,0.76
Kepler-169 d,Confirmed,,0.112,,0.075,2014,Announced on a website,Primary Transit,,,Kepler-169,,0.86,0.76
Kepler-169 e,Confirmed,,0.196,,0.105,2014,Announced on a website,Primary Transit,,,Kepler-169,,0.86,0.76
Kepler-169 f,Confirmed,,0.23,,0.359,2014,Announced on a website,Primary Transit,,,Kepler-169,,0.86,0.76
Kepler-17 b,Confirmed,2.45,1.312,3.20E-05,0.02591,2011,Published in a refereed paper,Primary Transit,,,Kepler-17,800,1.16,1.05
Kepler-170 b,Confirmed,,0.285,,0.08,2014,Announced on a website,Primary Transit,,,Kepler-170,,,1.03
Kepler-170 c,Confirmed,,0.255,,0.131,2014,Announced on a website,Primary Transit,,,Kepler-170,,,1.03
Kepler-171 b,Confirmed,,0.209,,0.05,2014,Announced on a website,Primary Transit,,,Kepler-171,,,0.84
Kepler-171 c,Confirmed,,0.228,,0.098,2014,Announced on a website,Primary Transit,,,Kepler-171,,,0.84
Kepler-171 d,Confirmed,,0.169,,0.223,2014,Announced on a website,Primary Transit,,,Kepler-171,,,0.84
Kepler-172 b,Confirmed,,0.21,,0.04,2014,Announced on a website,Primary Transit,,,Kepler-172,,0.86,1.08
Kepler-172 c,Confirmed,,0.255,,0.068,2014,Announced on a website,Primary Transit,,,Kepler-172,,0.86,1.08
Kepler-172 d,Confirmed,,0.201,,0.118,2014,Announced on a website,Primary Transit,,,Kepler-172,,0.86,1.08
Kepler-172 e,Confirmed,,0.246,,0.211,2014,Announced on a website,Primary Transit,,,Kepler-172,,0.86,1.08
Kepler-173 b,Confirmed,,0.115,,0.048,2014,Announced on a website,Primary Transit,,,Kepler-173,,0.78,0.95
Kepler-173 c,Confirmed,,0.217,,0.074,2014,Announced on a website,Primary Transit,,,Kepler-173,,0.78,0.95
Kepler-174 b,Confirmed,,0.175,,0.1,2014,Announced on a website,Primary Transit,,,Kepler-174,,,0.62
Kepler-174 c,Confirmed,,0.133,,0.214,2014,Announced on a website,Primary Transit,,,Kepler-174,,,0.62
Kepler-174 d,Confirmed,,0.195,,0.677,2014,Announced on a website,Primary Transit,,,Kepler-174,,,0.62
Kepler-175 b,Confirmed,,0.228,,0.105,2014,Announced on a website,Primary Transit,,,Kepler-175,,1.04,1.01
Kepler-175 c,Confirmed,,0.277,,0.213,2014,Announced on a website,Primary Transit,,,Kepler-175,,1.04,1.01
Kepler-176 b,Confirmed,,0.128,,0.058,2014,Announced on a website,Primary Transit,,,Kepler-176,,,0.89
Kepler-176 c,Confirmed,,0.232,,0.102,2014,Announced on a website,Primary Transit,,,Kepler-176,,,0.89
Kepler-176 d,Confirmed,,0.224,,0.163,2014,Announced on a website,Primary Transit,,,Kepler-176,,,0.89
Kepler-176 e,Confirmed,,0.129,,,2016,Announced on a website,Primary Transit,,,Kepler-176,,,0.89
Kepler-177 b,Confirmed,0.00535,0.259,,,2013,Published in a refereed paper,Primary Transit,,,Kepler-177,,0.93,0.98
Kepler-177 c,Confirmed,0.0198,0.635,,,2013,Published in a refereed paper,Primary Transit,,,Kepler-177,,0.93,0.98
Kepler-178 b,Confirmed,,0.259,,0.085,2014,Announced on a website,Primary Transit,,,Kepler-178,,,1.07
Kepler-178 c,Confirmed,,0.257,,0.142,2014,Announced on a website,Primary Transit,,,Kepler-178,,,1.07
Kepler-178 d,Confirmed,,0.352,,0.397,2014,Announced on a website,Primary Transit,,,Kepler-178,,,1.07
Kepler-179 b,Confirmed,,0.146,,0.036,2014,Announced on a website,Primary Transit,,,Kepler-179,,,0.76
Kepler-179 c,Confirmed,,0.178,,0.064,2014,Announced on a website,Primary Transit,,,Kepler-179,,,0.76
Kepler-18 b,Confirmed,0.022,0.178,,0.0447,2011,Published in a refereed paper,Primary Transit,,,Kepler-18,,0.972,1.108
Kepler-18 c,Confirmed,0.054,0.49,,0.0752,2011,Published in a refereed paper,Primary Transit,,,Kepler-18,,0.972,1.108
Kepler-18 d,Confirmed,0.052,0.623,,0.1172,2011,Published in a refereed paper,Primary Transit,,,Kepler-18,,0.972,1.108
Kepler-180 b,Confirmed,,0.134,,0.109,2014,Announced on a website,Primary Transit,,,Kepler-180,,0.84,1.06
Kepler-180 c,Confirmed,,0.269,,0.229,2014,Announced on a website,Primary Transit,,,Kepler-180,,0.84,1.06
Kepler-181 b,Confirmed,,0.113,,0.04,2014,Announced on a website,Primary Transit,,,Kepler-181,,,0.75
Kepler-181 c,Confirmed,,0.178,,0.049,2014,Announced on a website,Primary Transit,,,Kepler-181,,,0.75
Kepler-182 b,Confirmed,,0.23,,0.096,2014,Announced on a website,Primary Transit,,,Kepler-182,,1.14,1.15
Kepler-182 c,Confirmed,,0.306,,0.157,2014,Announced on a website,Primary Transit,,,Kepler-182,,1.14,1.15
Kepler-183 b,Confirmed,,0.184,,0.064,2014,Announced on a website,Primary Transit,,,Kepler-183,,,0.96
Kepler-183 c,Confirmed,,0.203,,0.103,2014,Announced on a website,Primary Transit,,,Kepler-183,,,0.96
Kepler-184 b,Confirmed,,0.211,,0.092,2014,Announced on a website,Primary Transit,,,Kepler-184,,,0.87
Kepler-184 c,Confirmed,,0.176,,0.141,2014,Announced on a website,Primary Transit,,,Kepler-184,,,0.87
Kepler-184 d,Confirmed,,0.222,,0.179,2014,Announced on a website,Primary Transit,,,Kepler-184,,,0.87
Kepler-185 b,Confirmed,,0.104,,0.026,2014,Announced on a website,Primary Transit,,,Kepler-185,,0.79,0.81
Kepler-185 c,Confirmed,,0.18,,0.139,2014,Announced on a website,Primary Transit,,,Kepler-185,,0.79,0.81
Kepler-186 b,Confirmed,,0.102,,0.04,2014,Announced on a website,Primary Transit,,,Kepler-186,151,0.478,0.472
Kepler-186 c,Confirmed,,0.12,,0.061,2014,Announced on a website,Primary Transit,,,Kepler-186,151,0.478,0.472
Kepler-186 d,Confirmed,,0.139,,0.091,2014,Announced on a website,Primary Transit,,,Kepler-186,151,0.478,0.472
Kepler-186 e,Confirmed,,0.119,,0.129,2014,Announced on a website,Primary Transit,,,Kepler-186,151,0.478,0.472
Kepler-186 f,Confirmed,,0.099027744,,0.356,2014,Published in a refereed paper,Primary Transit,,,Kepler-186,151,0.478,0.472
Kepler-187 b,Confirmed,,0.126,,0.059,2014,Announced on a website,Primary Transit,,,Kepler-187,,0.85,1.29
Kepler-187 c,Confirmed,,0.238,,0.099,2014,Announced on a website,Primary Transit,,,Kepler-187,,0.85,1.29
Kepler-188 b,Confirmed,,0.15,,0.032,2014,Announced on a website,Primary Transit,,,Kepler-188,,,1.14
Kepler-188 c,Confirmed,,0.285,,0.066,2014,Announced on a website,Primary Transit,,,Kepler-188,,,1.14
Kepler-189 b,Confirmed,,0.108,,0.088,2014,Announced on a website,Primary Transit,,,Kepler-189,,0.79,0.75
Kepler-189 c,Confirmed,,0.212,,0.137,2014,Announced on a website,Primary Transit,,,Kepler-189,,0.79,0.75
Kepler-19 b,Confirmed,0.026,0.198,,0.085,2011,Published in a refereed paper,Primary Transit,,,Kepler-19,,0.936,0.85
Kepler-19 c,Confirmed,0.0412,,,,2011,Published in a refereed paper,Radial Velocity,,,Kepler-19,,0.936,0.85
Kepler-19 d,Confirmed,,,,,2017,Published in a refereed paper,Radial Velocity,,,Kepler-19,,0.936,0.85
Kepler-190 b,Confirmed,,0.139,,0.03,2014,Announced on a website,Primary Transit,,,Kepler-190,,0.84,0.8
Kepler-190 c,Confirmed,,0.13,,0.045,2014,Announced on a website,Primary Transit,,,Kepler-190,,0.84,0.8
Kepler-191 b,Confirmed,,0.12,,0.087,2014,Announced on a website,Primary Transit,,,Kepler-191,,0.85,0.79
Kepler-191 c,Confirmed,,0.166,,0.128,2014,Announced on a website,Primary Transit,,,Kepler-191,,0.85,0.79
Kepler-191 d,Confirmed,,0.203,,,2016,Announced on a website,Primary Transit,,,Kepler-191,,0.85,0.79
